Total_Publications,Citations,h_Index,Field_Of_Study,Institution_Ranking,Avg_Authors_Per_Paper,Has_Won_Major_Award,Papers_In_Top_Journals,International_Collaborations,Years_Since_PhD,CoAuthor_Connections_With_Winners,Target
44.0,1317.0,5.0,Peace,53,4.168898937655355,1,2.0,3.0,,2.0,No Win
51.0,2134.0,23.0,Physics,94,3.569573942261191,0,3.0,2.0,15.0,3.0,No Win
32.0,924.0,22.0,Economics,14,5.557546086387075,0,3.0,3.0,30.0,0.0,No Win
41.0,0.0,36.0,Literature,130,1.0,0,5.0,3.0,7.0,0.0,No Win
38.0,942.0,16.0,Peace,197,4.217664019908289,1,4.0,2.0,44.0,2.0,No Win
40.0,2435.0,36.0,Physics,139,8.791641674442133,0,2.0,0.0,43.0,1.0,No Win
52.0,620.0,50.0,Literature,178,4.395753411367258,0,0.0,1.0,36.0,1.0,No Win
37.0,2550.0,25.0,Literature,47,2.8764653888115364,0,5.0,1.0,20.0,1.0,No Win
51.0,630.0,24.0,Literature,47,1.0,0,2.0,3.0,2.0,2.0,No Win
51.0,3291.0,18.0,Physics,100,2.583873952409969,1,1.0,3.0,40.0,2.0,No Win
36.0,2135.0,5.0,Medicine,107,5.041450583524098,0,1.0,2.0,13.0,1.0,No Win
48.0,3718.0,30.0,Medicine,53,4.868513178445686,0,4.0,3.0,25.0,0.0,No Win
46.0,2255.0,26.0,Medicine,102,2.8995608039821987,0,1.0,3.0,23.0,1.0,No Win
32.0,3970.0,23.0,Economics,23,7.463286585972218,0,5.0,3.0,31.0,2.0,No Win
,3874.0,25.0,Peace,114,2.5778325760518497,0,5.0,1.0,42.0,4.0,No Win
39.0,2965.0,25.0,Economics,50,5.259461305767319,0,1.0,3.0,15.0,1.0,No Win
27.0,2137.0,28.0,Physics,189,5.733100734214512,0,6.0,0.0,19.0,2.0,No Win
42.0,3031.0,14.0,Economics,109,2.895663966902822,0,4.0,0.0,44.0,1.0,No Win
37.0,737.0,12.0,Economics,98,6.152247011623892,0,0.0,1.0,20.0,1.0,No Win
44.0,2227.0,16.0,Literature,48,4.897046505671854,1,4.0,1.0,1.0,1.0,No Win
44.0,1213.0,40.0,Physics,195,3.3129354907774715,0,1.0,2.0,2.0,2.0,No Win
29.0,3122.0,14.0,Peace,188,3.07619007575793,0,7.0,0.0,47.0,2.0,No Win
36.0,1903.0,12.0,Literature,132,2.2303428360719737,0,6.0,4.0,20.0,1.0,No Win
47.0,4134.0,18.0,Physics,67,1.0,0,4.0,1.0,2.0,2.0,No Win
37.0,0.0,5.0,Physics,32,2.819744560821042,0,4.0,2.0,11.0,1.0,No Win
36.0,3563.0,13.0,Physics,149,1.5826522397265994,0,2.0,1.0,17.0,1.0,No Win
30.0,3443.0,22.0,Chemistry,178,4.637833761155493,0,1.0,1.0,28.0,1.0,No Win
36.0,3319.0,36.0,Literature,129,5.888754571181806,0,8.0,2.0,7.0,1.0,No Win
39.0,2533.0,27.0,Medicine,12,6.240782114626972,0,3.0,2.0,37.0,2.0,No Win
33.0,0.0,38.0,Physics,168,6.782666504436703,0,0.0,3.0,11.0,2.0,No Win
30.0,1875.0,30.0,Chemistry,196,4.646434242116705,0,4.0,3.0,26.0,0.0,No Win
33.0,4683.0,13.0,Chemistry,197,2.764921772769247,0,4.0,3.0,19.0,2.0,No Win
43.0,1361.0,26.0,Physics,138,4.680170862250557,0,1.0,3.0,15.0,0.0,No Win
40.0,0.0,6.0,Physics,71,4.526831255141445,0,4.0,5.0,22.0,1.0,No Win
47.0,4141.0,20.0,Literature,71,4.64107469676634,1,1.0,1.0,17.0,1.0,No Win
43.0,0.0,18.0,Chemistry,8,3.0394086921234518,1,1.0,2.0,33.0,0.0,No Win
50.0,145.0,24.0,Medicine,39,4.972339089556489,0,2.0,2.0,16.0,1.0,No Win
54.0,2710.0,13.0,Literature,195,4.406855278460705,1,1.0,2.0,3.0,1.0,No Win
34.0,734.0,33.0,Literature,26,5.6638299637372596,0,2.0,1.0,9.0,1.0,No Win
31.0,0.0,17.0,Peace,59,3.873016757775484,1,5.0,3.0,34.0,1.0,No Win
30.0,2500.0,36.0,Physics,151,1.0,0,2.0,2.0,26.0,1.0,No Win
43.0,2132.0,28.0,Chemistry,118,5.804970901278706,0,1.0,2.0,44.0,1.0,No Win
41.0,0.0,29.0,Literature,28,4.572830822363222,0,0.0,1.0,42.0,3.0,No Win
38.0,1650.0,23.0,Medicine,12,5.479941946135895,0,5.0,2.0,36.0,0.0,No Win
47.0,1356.0,18.0,Economics,74,2.702747489758476,0,3.0,1.0,40.0,1.0,No Win
44.0,0.0,29.0,Literature,37,3.312143749625566,0,4.0,4.0,35.0,1.0,No Win
41.0,1355.0,18.0,Chemistry,118,4.650808474077108,0,3.0,1.0,48.0,0.0,No Win
46.0,3483.0,13.0,Economics,73,,0,2.0,1.0,10.0,0.0,No Win
41.0,1493.0,,Medicine,124,2.062631844458024,0,1.0,3.0,42.0,1.0,No Win
34.0,0.0,12.0,Peace,180,4.203651383880381,0,6.0,6.0,4.0,0.0,No Win
36.0,819.0,14.0,Peace,3,1.4987633387261772,0,2.0,2.0,27.0,0.0,No Win
36.0,340.0,41.0,Medicine,100,3.5933712478518363,0,2.0,3.0,1.0,1.0,No Win
34.0,0.0,14.0,Literature,59,5.938881202690533,0,3.0,1.0,43.0,0.0,No Win
41.0,2237.0,18.0,Peace,142,2.2509330157925103,1,0.0,1.0,49.0,0.0,No Win
51.0,1492.0,28.0,Medicine,24,2.5528532031165527,0,2.0,3.0,27.0,0.0,No Win
41.0,0.0,29.0,Chemistry,117,4.554508772681271,0,4.0,3.0,42.0,0.0,No Win
39.0,1854.0,18.0,Physics,22,1.947554002584528,0,6.0,2.0,14.0,1.0,No Win
28.0,4704.0,19.0,Economics,82,2.5989807111967,0,1.0,2.0,22.0,2.0,No Win
57.0,4888.0,13.0,Chemistry,94,3.952334258016129,0,3.0,1.0,34.0,2.0,No Win
38.0,0.0,18.0,Chemistry,154,5.240748596352732,0,3.0,0.0,32.0,0.0,No Win
38.0,3724.0,29.0,Peace,99,6.399558117330521,0,1.0,2.0,11.0,2.0,No Win
43.0,0.0,32.0,Peace,85,1.5779980722047213,0,1.0,0.0,39.0,1.0,No Win
,2506.0,21.0,Peace,127,6.322308072943649,1,4.0,5.0,47.0,1.0,No Win
42.0,2967.0,32.0,Medicine,50,2.6239637791214143,0,3.0,1.0,31.0,0.0,No Win
39.0,3268.0,22.0,Chemistry,196,4.216443333873419,0,4.0,2.0,32.0,2.0,No Win
47.0,1901.0,27.0,Medicine,129,3.7094496700394464,0,2.0,1.0,31.0,2.0,No Win
34.0,3616.0,13.0,Medicine,82,6.677187007539535,0,6.0,1.0,30.0,1.0,No Win
38.0,2699.0,16.0,Physics,158,4.384552710236823,0,3.0,3.0,3.0,0.0,No Win
49.0,5299.0,16.0,Medicine,61,2.8892653978547926,0,5.0,1.0,18.0,0.0,No Win
34.0,1104.0,17.0,Chemistry,32,3.202774683333035,0,7.0,5.0,23.0,1.0,No Win
36.0,2028.0,16.0,Physics,39,1.227600587853169,0,3.0,2.0,48.0,0.0,No Win
34.0,2216.0,19.0,Physics,152,3.8041066989375283,0,2.0,5.0,38.0,1.0,No Win
45.0,1263.0,23.0,Economics,141,1.0,0,5.0,2.0,32.0,1.0,No Win
40.0,2123.0,30.0,Peace,124,3.013990482574552,0,2.0,0.0,31.0,1.0,No Win
32.0,1393.0,24.0,Medicine,107,2.0335435769794867,0,4.0,0.0,23.0,1.0,No Win
40.0,3438.0,24.0,Chemistry,171,3.3971211306101083,0,3.0,2.0,19.0,2.0,No Win
46.0,1917.0,21.0,Literature,85,4.606622134430954,0,1.0,1.0,21.0,1.0,No Win
29.0,1005.0,41.0,Literature,122,5.675273471915757,0,0.0,7.0,10.0,0.0,No Win
33.0,2842.0,45.0,Chemistry,158,2.0534508475668205,0,3.0,0.0,40.0,1.0,No Win
39.0,3993.0,28.0,Literature,157,4.516457025832277,0,2.0,3.0,12.0,1.0,No Win
40.0,387.0,7.0,Chemistry,136,3.969268771337721,0,4.0,1.0,23.0,0.0,No Win
40.0,0.0,26.0,Chemistry,119,6.117549903085953,0,5.0,2.0,14.0,2.0,No Win
36.0,2886.0,30.0,Medicine,75,2.500318736404605,0,2.0,1.0,32.0,1.0,No Win
42.0,4043.0,28.0,Physics,60,3.8153310369725117,0,3.0,3.0,11.0,1.0,No Win
34.0,2535.0,30.0,Medicine,134,5.774814679240858,0,2.0,5.0,5.0,1.0,No Win
36.0,1619.0,26.0,Chemistry,127,7.833391074162138,0,3.0,2.0,40.0,0.0,No Win
40.0,1781.0,10.0,Physics,67,1.0,0,5.0,0.0,31.0,0.0,No Win
32.0,3469.0,38.0,Physics,154,7.127706827712171,0,3.0,0.0,,0.0,No Win
31.0,1413.0,31.0,Economics,47,2.8418607864656167,0,2.0,2.0,21.0,1.0,No Win
40.0,2995.0,34.0,Medicine,112,4.139899678634441,0,4.0,2.0,12.0,1.0,No Win
39.0,3628.0,36.0,Economics,49,7.4354226933466645,0,2.0,0.0,32.0,0.0,No Win
41.0,0.0,10.0,Chemistry,176,2.5533543113117823,1,5.0,4.0,,0.0,No Win
36.0,4044.0,24.0,Physics,90,1.0709735632395652,0,1.0,0.0,16.0,2.0,No Win
28.0,5747.0,14.0,Peace,107,7.232373256587072,0,4.0,3.0,43.0,0.0,No Win
35.0,2096.0,24.0,Physics,171,2.400746438477843,0,1.0,0.0,46.0,1.0,No Win
36.0,0.0,50.0,Medicine,142,3.70868629522842,0,4.0,3.0,35.0,1.0,No Win
32.0,664.0,16.0,Medicine,164,3.640532975320636,0,4.0,2.0,41.0,2.0,No Win
30.0,1345.0,30.0,Chemistry,95,4.050309175272605,0,3.0,3.0,26.0,2.0,No Win
34.0,440.0,24.0,Physics,105,4.598250966076319,0,2.0,2.0,41.0,1.0,No Win
35.0,2183.0,19.0,Physics,89,6.304081204870913,0,6.0,2.0,3.0,1.0,No Win
40.0,1190.0,5.0,Physics,120,6.213887193787296,0,3.0,4.0,21.0,1.0,No Win
29.0,2661.0,21.0,,133,4.129062719490057,1,5.0,4.0,28.0,3.0,No Win
35.0,3291.0,21.0,Medicine,200,4.252212955585174,0,0.0,1.0,18.0,1.0,No Win
48.0,3003.0,24.0,Peace,84,6.307915455508375,0,4.0,1.0,9.0,0.0,No Win
44.0,1750.0,17.0,Physics,151,2.3543956600794314,0,4.0,3.0,43.0,1.0,No Win
41.0,2538.0,43.0,Medicine,50,2.973776368147045,0,3.0,2.0,29.0,2.0,No Win
40.0,2806.0,35.0,Literature,184,2.846578214440356,1,3.0,2.0,20.0,0.0,No Win
37.0,2604.0,31.0,Medicine,67,2.403530330406924,1,2.0,3.0,28.0,0.0,No Win
28.0,2035.0,28.0,Medicine,45,1.0,0,3.0,2.0,8.0,0.0,No Win
44.0,5806.0,5.0,Economics,31,3.7733462714257127,0,0.0,3.0,5.0,1.0,No Win
52.0,3166.0,32.0,Literature,12,3.576837746219345,0,1.0,0.0,15.0,2.0,No Win
30.0,1448.0,23.0,Literature,191,5.338446587975485,0,4.0,3.0,41.0,0.0,No Win
40.0,3173.0,26.0,Peace,97,4.533476191593643,1,5.0,5.0,22.0,1.0,No Win
32.0,938.0,28.0,Physics,189,4.1728897301694,0,1.0,1.0,38.0,0.0,No Win
36.0,2390.0,13.0,Literature,108,5.083395267191469,0,6.0,0.0,30.0,1.0,No Win
31.0,1880.0,31.0,Physics,16,3.362421694782827,0,3.0,2.0,32.0,1.0,No Win
32.0,10.0,9.0,Chemistry,12,4.328474343353114,0,4.0,4.0,26.0,1.0,No Win
41.0,2123.0,22.0,Medicine,32,1.8268708762738006,0,3.0,2.0,38.0,0.0,No Win
41.0,3249.0,18.0,Peace,169,4.143424552331123,0,2.0,2.0,14.0,0.0,No Win
44.0,720.0,17.0,Medicine,20,7.357704229444506,0,6.0,2.0,37.0,0.0,No Win
45.0,1002.0,10.0,Physics,117,3.7410927214074796,0,2.0,1.0,13.0,3.0,No Win
36.0,2067.0,18.0,Economics,12,3.65510944270509,0,4.0,3.0,39.0,1.0,No Win
38.0,3523.0,17.0,Peace,134,4.414621720906143,1,1.0,,21.0,0.0,No Win
39.0,2287.0,5.0,Medicine,91,3.8824741285564897,0,6.0,0.0,15.0,1.0,No Win
42.0,1821.0,16.0,Literature,177,3.086172225310814,0,1.0,6.0,38.0,1.0,No Win
44.0,0.0,43.0,Peace,183,3.520962245105583,0,0.0,2.0,44.0,2.0,No Win
34.0,3242.0,34.0,Economics,24,6.2813470537309515,0,2.0,1.0,41.0,2.0,No Win
36.0,643.0,34.0,Physics,96,4.2554427244822275,0,2.0,4.0,11.0,2.0,No Win
39.0,1230.0,30.0,Literature,42,4.065191190337565,1,6.0,4.0,38.0,0.0,No Win
50.0,500.0,37.0,Chemistry,120,8.22385020716311,0,2.0,2.0,5.0,0.0,No Win
30.0,3948.0,42.0,,69,4.779377508195352,0,1.0,1.0,42.0,2.0,No Win
40.0,1083.0,23.0,Medicine,186,6.285945472739668,0,3.0,2.0,48.0,1.0,No Win
42.0,863.0,12.0,Literature,1,3.7656768475697175,0,2.0,,16.0,1.0,No Win
37.0,0.0,27.0,Physics,62,3.2888245340819973,0,6.0,0.0,1.0,1.0,No Win
39.0,526.0,23.0,Chemistry,31,1.0,1,2.0,3.0,27.0,1.0,No Win
36.0,900.0,24.0,Literature,87,1.0,0,4.0,4.0,6.0,1.0,No Win
44.0,219.0,15.0,Physics,172,6.297109521919245,0,1.0,3.0,44.0,3.0,No Win
45.0,1793.0,31.0,Peace,17,5.378113776238081,0,4.0,2.0,5.0,3.0,No Win
47.0,1203.0,17.0,Peace,175,4.743220838361458,0,2.0,7.0,39.0,1.0,No Win
51.0,3998.0,19.0,Chemistry,81,4.98085324951241,0,3.0,1.0,28.0,,No Win
38.0,2460.0,5.0,Literature,74,8.013058332329411,0,5.0,2.0,35.0,1.0,No Win
44.0,1592.0,33.0,Chemistry,21,6.470254811091864,1,2.0,2.0,10.0,1.0,No Win
37.0,2043.0,38.0,Medicine,123,5.280544009555623,0,2.0,4.0,3.0,0.0,No Win
41.0,6858.0,16.0,Physics,41,5.986813254159784,0,5.0,2.0,5.0,2.0,No Win
48.0,3530.0,,Peace,58,5.858509286981364,0,6.0,1.0,17.0,1.0,No Win
35.0,2940.0,24.0,Peace,167,3.9613962065433914,0,4.0,2.0,39.0,3.0,No Win
40.0,2791.0,23.0,Economics,107,6.819046341262878,0,4.0,2.0,31.0,1.0,No Win
49.0,0.0,18.0,Literature,95,3.547267621477916,0,3.0,3.0,5.0,1.0,No Win
32.0,2280.0,41.0,Peace,24,4.385349088072655,0,1.0,1.0,35.0,1.0,No Win
41.0,1689.0,28.0,Chemistry,15,6.007112990828599,0,1.0,2.0,1.0,1.0,No Win
41.0,2401.0,39.0,Chemistry,32,7.749590999608953,0,1.0,2.0,31.0,0.0,No Win
40.0,1943.0,23.0,Chemistry,113,1.0,0,4.0,4.0,5.0,0.0,No Win
37.0,2137.0,24.0,Chemistry,10,4.4045959886803345,0,2.0,5.0,22.0,0.0,No Win
33.0,2413.0,28.0,Physics,70,5.678929930691897,0,2.0,1.0,15.0,0.0,No Win
41.0,2303.0,26.0,Literature,54,1.5345516466498843,0,5.0,2.0,10.0,0.0,No Win
44.0,0.0,39.0,Medicine,85,6.401218545316856,0,3.0,1.0,42.0,1.0,No Win
48.0,1862.0,35.0,Medicine,30,6.272782331630898,0,2.0,2.0,43.0,1.0,No Win
38.0,5873.0,15.0,Economics,65,5.918430607002562,0,4.0,6.0,17.0,0.0,No Win
36.0,1297.0,,Peace,71,1.439121451435068,0,3.0,3.0,13.0,0.0,No Win
35.0,516.0,20.0,Literature,146,2.352319808389118,0,5.0,2.0,48.0,2.0,No Win
42.0,2350.0,25.0,Literature,20,5.659658516133762,0,1.0,3.0,30.0,1.0,No Win
35.0,3792.0,5.0,Physics,131,2.608325278636017,0,6.0,3.0,38.0,1.0,No Win
31.0,2485.0,30.0,Chemistry,40,3.273276517376103,0,1.0,0.0,3.0,0.0,Win
40.0,586.0,22.0,Medicine,157,6.775347725285197,0,6.0,0.0,,0.0,No Win
45.0,594.0,,Medicine,107,1.5822484262332814,1,3.0,4.0,26.0,0.0,No Win
36.0,4118.0,25.0,Chemistry,177,1.0,1,2.0,0.0,16.0,4.0,No Win
38.0,3462.0,12.0,Economics,37,3.730416126125551,0,3.0,0.0,8.0,0.0,No Win
45.0,2541.0,24.0,Chemistry,173,2.399103842193498,0,3.0,1.0,7.0,1.0,No Win
48.0,1975.0,18.0,Physics,122,5.367162332476079,0,6.0,0.0,40.0,0.0,No Win
45.0,191.0,46.0,Economics,165,4.6933426697305425,0,3.0,3.0,8.0,1.0,No Win
46.0,4757.0,5.0,Chemistry,67,6.84617344645754,0,4.0,2.0,22.0,0.0,No Win
32.0,2667.0,27.0,Chemistry,132,1.2823207488333654,0,6.0,3.0,33.0,0.0,No Win
35.0,3014.0,25.0,Literature,150,7.4831854390121455,0,1.0,2.0,22.0,0.0,No Win
39.0,1351.0,40.0,Peace,148,7.6012077379994825,0,6.0,2.0,44.0,2.0,No Win
37.0,3142.0,28.0,Literature,168,6.084120684695345,0,2.0,1.0,14.0,0.0,No Win
32.0,3196.0,13.0,Physics,179,3.2304835817015976,0,3.0,1.0,20.0,0.0,No Win
39.0,1510.0,23.0,Economics,17,2.175706559216517,1,3.0,1.0,3.0,1.0,Win
42.0,1413.0,18.0,Literature,49,5.697979363553416,0,3.0,1.0,36.0,1.0,No Win
36.0,2512.0,16.0,Literature,71,1.0,1,1.0,2.0,37.0,0.0,No Win
42.0,454.0,26.0,Economics,119,4.158202023973099,0,2.0,2.0,40.0,1.0,No Win
37.0,1252.0,29.0,Physics,33,1.5974403781343485,0,,1.0,16.0,2.0,No Win
48.0,2174.0,36.0,Physics,172,4.585251998617345,0,3.0,3.0,1.0,0.0,No Win
28.0,3826.0,35.0,Physics,160,4.39625409211103,0,1.0,1.0,29.0,1.0,No Win
41.0,241.0,22.0,Chemistry,158,3.5373320890719695,0,3.0,2.0,6.0,0.0,No Win
31.0,2846.0,28.0,Peace,195,1.0,0,6.0,0.0,24.0,0.0,No Win
35.0,2873.0,5.0,Physics,85,4.421378208849806,0,3.0,6.0,14.0,0.0,No Win
44.0,3590.0,15.0,Peace,69,1.0,1,4.0,2.0,12.0,3.0,Win
29.0,4769.0,41.0,Medicine,59,5.259603639735918,0,4.0,2.0,3.0,1.0,No Win
28.0,227.0,10.0,Economics,48,5.841900762791491,0,1.0,0.0,43.0,1.0,No Win
42.0,2293.0,15.0,Medicine,58,2.5775328106639224,1,3.0,1.0,42.0,1.0,Win
43.0,527.0,25.0,Economics,170,1.1561163204123988,0,1.0,0.0,18.0,1.0,No Win
46.0,142.0,21.0,Physics,118,4.238978894131542,0,1.0,0.0,47.0,2.0,No Win
27.0,1343.0,22.0,Literature,54,3.1136119341209514,0,2.0,5.0,4.0,2.0,No Win
36.0,655.0,5.0,Chemistry,2,3.9952172815740172,1,2.0,2.0,28.0,0.0,No Win
,2628.0,35.0,Economics,18,3.985641289966005,0,2.0,5.0,16.0,1.0,No Win
31.0,587.0,40.0,Peace,82,1.4542227869058024,0,0.0,1.0,46.0,2.0,No Win
55.0,3428.0,5.0,Medicine,96,1.4549185415393846,0,3.0,2.0,1.0,1.0,No Win
34.0,559.0,53.0,Peace,144,5.115156797386985,0,4.0,2.0,40.0,0.0,No Win
35.0,910.0,29.0,Peace,162,5.991240332623289,1,3.0,0.0,28.0,0.0,No Win
36.0,3353.0,26.0,Economics,17,7.039584886907562,1,1.0,1.0,16.0,1.0,No Win
47.0,0.0,9.0,Peace,139,2.0565485242255312,0,3.0,0.0,1.0,0.0,No Win
41.0,2019.0,23.0,Peace,6,4.095659993748936,0,4.0,3.0,20.0,2.0,No Win
45.0,2655.0,19.0,Chemistry,34,4.923579266347192,0,1.0,6.0,23.0,0.0,No Win
47.0,2864.0,7.0,Chemistry,151,6.406387118447956,0,5.0,2.0,48.0,2.0,No Win
35.0,2083.0,25.0,Economics,196,1.0,0,0.0,1.0,18.0,,No Win
46.0,516.0,27.0,Economics,161,2.718800765256295,0,0.0,3.0,46.0,0.0,No Win
41.0,0.0,34.0,Physics,38,2.5940040588153117,0,2.0,3.0,47.0,1.0,No Win
39.0,3604.0,14.0,Physics,16,4.276741853106286,0,4.0,2.0,38.0,2.0,No Win
41.0,1911.0,26.0,Peace,67,3.584785043609446,0,7.0,0.0,25.0,0.0,No Win
46.0,2697.0,21.0,Peace,15,5.536616602661929,0,5.0,2.0,26.0,0.0,No Win
44.0,2970.0,40.0,Peace,27,4.3844862966933515,0,5.0,2.0,11.0,0.0,No Win
48.0,2903.0,23.0,Literature,152,6.491288344377871,0,0.0,3.0,34.0,1.0,No Win
29.0,1232.0,26.0,Peace,88,4.5434911911152716,0,3.0,4.0,41.0,0.0,No Win
48.0,3204.0,22.0,Chemistry,127,5.459275527771118,0,5.0,4.0,14.0,0.0,No Win
45.0,4887.0,20.0,Medicine,189,2.4009281589117397,0,5.0,0.0,46.0,1.0,No Win
40.0,1787.0,24.0,Medicine,110,1.8302604195577383,0,3.0,3.0,6.0,0.0,No Win
45.0,3355.0,17.0,Physics,98,1.6363231918614853,0,2.0,0.0,18.0,0.0,No Win
35.0,3493.0,29.0,Medicine,190,2.109617003027071,0,2.0,2.0,41.0,2.0,No Win
43.0,1335.0,24.0,Chemistry,39,2.9554855719687607,0,3.0,1.0,38.0,0.0,No Win
35.0,2360.0,38.0,Economics,14,5.157148016582597,0,1.0,0.0,15.0,1.0,No Win
37.0,2264.0,9.0,Medicine,115,2.3975726047695067,0,3.0,3.0,8.0,1.0,No Win
38.0,441.0,13.0,Economics,20,3.7215634420467745,0,4.0,1.0,10.0,0.0,No Win
41.0,413.0,22.0,Literature,56,2.5971990950836767,0,2.0,1.0,42.0,1.0,No Win
40.0,2414.0,38.0,Medicine,51,2.5074243822215787,0,3.0,1.0,30.0,0.0,No Win
37.0,2455.0,15.0,Physics,95,2.4760864265901192,0,3.0,0.0,12.0,2.0,No Win
39.0,1572.0,27.0,Economics,188,3.8855950093509866,0,4.0,2.0,8.0,0.0,No Win
47.0,947.0,33.0,Literature,82,6.149022073216839,0,3.0,1.0,8.0,0.0,No Win
35.0,3783.0,29.0,Physics,130,3.863732707536605,0,1.0,4.0,7.0,2.0,No Win
36.0,507.0,30.0,Economics,128,3.935495030280666,0,3.0,0.0,22.0,0.0,No Win
41.0,2985.0,22.0,Medicine,83,3.9524097006029084,0,2.0,2.0,48.0,1.0,No Win
44.0,2781.0,23.0,Literature,61,4.107556141828285,0,2.0,2.0,44.0,1.0,No Win
43.0,2960.0,29.0,Medicine,83,5.40430425828408,0,7.0,2.0,17.0,1.0,No Win
38.0,2420.0,38.0,Chemistry,180,3.9100094711065796,0,1.0,3.0,12.0,0.0,No Win
53.0,1666.0,23.0,Chemistry,14,2.03468379261001,1,1.0,2.0,32.0,1.0,No Win
33.0,4716.0,22.0,Peace,153,3.8515061684056215,0,4.0,2.0,46.0,0.0,No Win
35.0,4287.0,45.0,Physics,176,1.0,0,5.0,5.0,42.0,0.0,No Win
48.0,4009.0,20.0,Physics,172,8.041489756769128,0,3.0,2.0,33.0,3.0,No Win
41.0,1406.0,8.0,Peace,78,3.0913730124488,1,4.0,3.0,13.0,0.0,No Win
31.0,1438.0,35.0,Peace,186,5.050166683582452,0,3.0,4.0,45.0,1.0,No Win
28.0,435.0,25.0,Peace,98,6.280254780996573,0,5.0,2.0,17.0,0.0,No Win
37.0,2329.0,21.0,Medicine,112,5.6748671086670885,0,2.0,3.0,42.0,1.0,No Win
42.0,3379.0,28.0,,156,1.5680732236251154,0,1.0,2.0,,0.0,No Win
48.0,2752.0,39.0,Peace,38,3.0785881760567055,0,4.0,2.0,48.0,1.0,No Win
59.0,3411.0,34.0,Physics,114,5.282160763541681,0,2.0,0.0,30.0,0.0,No Win
36.0,1945.0,15.0,Medicine,105,3.9262101010611974,0,3.0,1.0,45.0,1.0,No Win
38.0,2030.0,45.0,Literature,18,2.6252545704108874,0,5.0,2.0,40.0,0.0,No Win
49.0,3463.0,11.0,Economics,37,2.946220267099065,0,1.0,2.0,14.0,0.0,No Win
40.0,2341.0,31.0,Chemistry,184,3.057087343308754,0,3.0,3.0,20.0,0.0,No Win
50.0,3086.0,36.0,Literature,19,2.6558814257309225,1,3.0,0.0,49.0,1.0,No Win
22.0,210.0,28.0,Medicine,155,2.3830527770356467,0,0.0,2.0,43.0,1.0,No Win
38.0,0.0,15.0,Physics,77,6.3961831732886365,0,1.0,0.0,49.0,0.0,No Win
35.0,1500.0,13.0,Literature,77,5.764042812362097,0,0.0,2.0,38.0,0.0,No Win
55.0,2969.0,22.0,Economics,105,6.840584913016246,0,4.0,1.0,19.0,0.0,No Win
42.0,1447.0,35.0,Chemistry,102,3.065632706383285,0,6.0,2.0,17.0,0.0,No Win
31.0,2595.0,8.0,Economics,150,2.083676155560137,0,5.0,1.0,9.0,1.0,No Win
42.0,70.0,20.0,Literature,72,4.720962491626359,0,3.0,4.0,21.0,1.0,No Win
44.0,1381.0,24.0,Chemistry,197,3.2731603376152423,0,3.0,1.0,4.0,0.0,No Win
37.0,2011.0,20.0,Chemistry,133,4.957635951636651,1,4.0,4.0,46.0,2.0,No Win
46.0,260.0,22.0,Peace,30,1.188198626028249,0,5.0,3.0,11.0,0.0,No Win
31.0,1868.0,17.0,Peace,197,,0,0.0,4.0,41.0,1.0,No Win
30.0,1083.0,23.0,Chemistry,70,6.603259952609457,0,7.0,1.0,28.0,0.0,No Win
31.0,586.0,28.0,Chemistry,167,8.484273269000534,0,4.0,2.0,10.0,2.0,No Win
36.0,1222.0,9.0,Medicine,129,5.013754610841685,0,2.0,2.0,21.0,1.0,No Win
37.0,1927.0,26.0,Physics,126,3.7973976899063837,0,1.0,1.0,17.0,1.0,No Win
32.0,3984.0,14.0,Medicine,129,1.5903129853845557,0,3.0,2.0,10.0,1.0,No Win
47.0,5027.0,21.0,Chemistry,135,3.946151346240331,0,1.0,0.0,2.0,0.0,No Win
35.0,1510.0,20.0,Peace,197,2.0465501974835982,0,6.0,4.0,3.0,2.0,No Win
42.0,0.0,5.0,Literature,150,3.7179312464319856,0,1.0,3.0,49.0,0.0,No Win
39.0,1570.0,9.0,Medicine,138,6.21810156508254,0,5.0,2.0,2.0,0.0,No Win
36.0,1871.0,17.0,Chemistry,34,4.267966245857217,0,1.0,2.0,25.0,,No Win
40.0,3453.0,25.0,Physics,80,6.089508806164558,0,4.0,3.0,27.0,1.0,No Win
48.0,1201.0,30.0,Chemistry,81,4.222659671876038,1,4.0,5.0,23.0,1.0,No Win
39.0,1397.0,23.0,Chemistry,37,7.15626941819219,1,2.0,2.0,23.0,0.0,No Win
40.0,89.0,35.0,Medicine,52,7.995549818199466,0,4.0,0.0,26.0,1.0,No Win
45.0,2963.0,36.0,Peace,156,4.157980388729221,0,1.0,0.0,18.0,0.0,No Win
43.0,1892.0,21.0,Medicine,173,3.5497736301418215,0,12.0,3.0,18.0,1.0,No Win
33.0,710.0,14.0,Peace,112,4.67154634314149,0,1.0,5.0,20.0,3.0,No Win
41.0,807.0,33.0,Economics,27,3.519587356690819,0,2.0,2.0,22.0,1.0,No Win
31.0,2409.0,7.0,Medicine,79,2.5174593357802175,0,4.0,3.0,48.0,0.0,No Win
36.0,2472.0,24.0,Chemistry,175,7.069970380896341,0,2.0,5.0,41.0,2.0,No Win
39.0,1586.0,5.0,Physics,21,4.9472596178138595,0,1.0,1.0,14.0,0.0,No Win
30.0,1759.0,28.0,Peace,97,4.359028197854511,1,6.0,3.0,31.0,0.0,No Win
